InstitutionCode,CollectionCode,CatalogNumber,IndividualCount,ScientificName,Family,PreparationType,Tissues,Latitude,Longitude,CoordinateUncertaintyInMeters,HorizontalDatum,Country,StateProvince,County,Island,IslandGroup,Locality,VerbatimElevation,VerbatimDepth,YearCollected,MonthCollected,DayCollected,Collector,GeorefMethod,LatLongComments,BasisOfRecord,Remarks,DateLastModified
MSB,Fish specimens,MSB:Fish:66839,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.529605,-108.980255,,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R., 200 yds. above mouth. Collector(s): C.D. Vanicek",,,1964,08,04,"Collector(s): C. D. Vanicek, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"Kind_Type: TANK; Calcfld: USGS 9; Storage: 50% ISOP, USGS 9; ; in USGS Tank 9; metal tag 1465; methylmercury study.  See attached info.  July 2009",2019-05-27 02:38:41.0
MSB,Fish specimens,MSB:Fish:92031,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,36.883251,-108.833549,,World Geodetic System 1984,United States,New Mexico,San Juan County,,,"San Juan River, 13.4 miles upstream of the Mancos River confluence, at Channel from Hell permanent site.",,.04 meters-.64 meters,1998,08,04,"Collector(s): David L. Propst, Amber L. Hobbes",not recorded,,PreservedSpecimen,"New Mexico Dept. of Game and Fish (NMDGF) State Reference Collections; verbatim collectors: David L. Propst, Amber L. Hobbes",2019-05-27 05:54:24.0
MSB,Fish specimens,MSB:Fish:98031,3,Ptychocheilus lucius,Cyprinidae,whole organism (95% ethanol),,37.188241,-109.796537,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 7.9 miles upstream of Mexican Hat raft pull out area.",,.33 meters,2014,07,14,"Collector(s): W. H. Brandenburg, Scott L. Durst, Chris A. Cheek",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Scott L. Durst, Chris A. Cheek; No pH",2019-05-27 05:49:28.0
MSB,Fish specimens,MSB:Fish:24495,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.304536,-110.311017,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 5.1 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,,1994,09,24,Collector(s): Utah Division of Wildlife Resources,not recorded,,PreservedSpecimen,UDWR and USBR San Juan River 1994 Larval Fish Survey,2019-05-27 04:30:04.0
MSB,Fish specimens,MSB:Fish:98074,1,Ptychocheilus lucius,Cyprinidae,whole organism (95% ethanol),,37.176517,-109.913445,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 7.7 miles downstream of Mexican Hat raft pull out area.",,.02 meters,2014,07,15,"Collector(s): W. H. Brandenburg, Scott L. Durst, Chris A. Cheek",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Scott L. Durst, Chris A. Cheek; No pH",2019-05-27 07:38:08.0
MSB,Fish specimens,MSB:Fish:98111,3,Ptychocheilus lucius,Cyprinidae,whole organism (95% ethanol),,37.255478,-110.084107,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 20.4 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river.",,.14 meters,2014,07,16,"Collector(s): W. H. Brandenburg, Scott L. Durst, Chris A. Cheek",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Scott L. Durst, Chris A. Cheek; No pH",2019-05-27 05:49:28.0
MSB,Fish specimens,MSB:Fish:81493,1,Ptychocheilus lucius,Cyprinidae,whole organism (95% ethanol); fin clip,,37.26333058,-109.3633868,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 10.3 miles downstream of Aneth.",,.02 meters-.16 meters,2010,05,20,"Collector(s): Michael A. Farrington, Lee E. Renfro, Jennifer Hester",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 76-X29; Storage: 95% EtOH, 76-X29; 4285; Photograph number: 4285; Fin clipped for genetic transfer. MSB15-001",2019-05-27 07:51:32.0
MSB,Fish specimens,MSB:Fish:98014,4,Ptychocheilus lucius,Cyprinidae,whole organism (95% ethanol),,37.195831,-109.720115,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 7.8 miles downstream of the Sand Island Campground docking area, off UT State HWY 163.",,.2 meters,2014,07,14,"Collector(s): W. H. Brandenburg, Scott L. Durst, Chris A. Cheek",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Scott L. Durst, Chris A. Cheek",2019-05-27 05:44:24.0
MSB,Fish specimens,MSB:Fish:63296,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2848327,-109.4698598,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 7.8 miles upstream of the Sand Island Campground docking area, off UT State HWY 163.",,.28 meters,2007,04,19,"Collector(s): Conner C. McBride, Nathan B. Zerbe",not recorded,,PreservedSpecimen,"ASIR San Juan River 2007 Larval Razorback Sucker Survey; verbatim collectors: Conner C. McBride, Nathan B. Zerbe",2019-05-27 07:21:31.0
MSB,Fish specimens,MSB:Fish:18099,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.14733333,-109.8536389,,World Geodetic System 1984,United States,Utah,San Juan County,,,"San Juan River, 0.3 miles upstream of Mexican Hat raft pull out area.",,,1993,07,27,Collector(s): D. Purcell,not recorded,,PreservedSpecimen,Utah Dept. Wildlife Resources (UDWR) San Juan River 1993 Survey,2019-05-27 03:29:27.0
MSB,Fish specimens,MSB:Fish:18098,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.14733333,-109.8536389,,World Geodetic System 1984,United States,Utah,San Juan County,,,"San Juan River, 0.3 miles upstream of Mexican Hat raft pull out area.",,,1993,07,26,Collector(s): D. Purcell,not recorded,,PreservedSpecimen,Utah Dept. Wildlife Resources (UDWR) San Juan River 1993 Survey,2019-05-27 03:29:27.0
MSB,Fish specimens,MSB:Fish:66843,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.422971,-109.242897,,World Geodetic System 1984,United States,Utah,Uintah County,,,"Utah: Uintah Co., Colorado Drainage. Green R. above Cub Cr.. Collector(s): C.D. Vanicek",,,1965,09,15,"Collector(s): C. D. Vanicek, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: C. D. Vanicek, USGS Biological Survey Fort Collins",2019-05-27 05:40:58.0
MSB,Fish specimens,MSB:Fish:15264,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2792434,-110.4219317,,World Geodetic System 1984,United States,Utah,San Juan County,,,"San Juan River, 1.2 miles upstream of Paiute Farms Marina, Glen Canyon National Recreation Area, in a backwater.",,.9144 meters,1993,09,01,Collector(s): Kirk Lashmett,not recorded,,PreservedSpecimen,USBR (Colorado) San Juan River 1991-1993 Survey; SPECIMENS FROM 034 & 035 COMBINED IN THE FIELD BY USBR,2019-05-27 02:49:01.0
MSB,Fish specimens,MSB:Fish:86309,3,Ptychocheilus lucius,Cyprinidae,otolith; whole organism (95% ethanol),,37.279253,-109.416149,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 11.0 miles upstream of the Sand Island Campground docking area, off UT State HWY 163.",,.1 meters-.77 meters,2011,07,20,"Collector(s): Michael A. Farrington, Adam Barkalow, Felipe Cook",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 76-X29; Storage: 95% EtOH, 76-X29; 1312; Photograph number: 1312; Used in ACC2011-XII:10 ASIR SJR Larval Fish Aging and Natal Origin",2019-05-27 07:33:28.0
MSB,Fish specimens,MSB:Fish:53090,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.1766164,-109.8981849,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 6.7 miles downstream of Mexican Hat raft pull out area.",,.25 meters,2004,07,22,"Collector(s): W. H. Brandenburg, Lee E. Renfro",not recorded,,PreservedSpecimen,"MSB San Juan River Colorado Pikeminnow 2004 Survey; verbatim collectors: W. Howard Brandenburg, Lee E. Renfro",2019-05-27 03:11:01.0
MSB,Fish specimens,MSB:Fish:67105,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,,,,,United States,,,,,Colorado R. Collector(s): Colorado River Fishery Project,,,2008,04,01,"Collector(s): Colorado River Fishery Project, USGS Biological Survey Fort Collins",,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Colorado River Fishery Project, USGS Biological Survey Fort Collins",2019-05-27 02:20:27.0
MSB,Fish specimens,MSB:Fish:91769,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,36.84728022,-108.749679,,World Geodetic System 1984,United States,New Mexico,San Juan County,,,"San Juan River, 6.4 miles downstream from Shiprock bridge or where US HWY 64 crosses the river.",,,1998,09,29,"Collector(s): Amber L. Hobbes, Thomas F. Turner",not recorded,,PreservedSpecimen,"New Mexico Dept. of Game and Fish (NMDGF) State Reference Collections; verbatim collectors: Amber L. Hobbes, Thomas F. Turner",2019-05-27 05:56:25.0
MSB,Fish specimens,MSB:Fish:45864,2,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2639438,-109.5825291,,World Geodetic System 1984,United States,Utah,San Juan County,,,"San Juan River, 1.7 miles upstream of the Sand Island Campground docking area, off UT State HWY 163.",,,2000,06,13,Collector(s): Steven M. Meismer,not recorded,,PreservedSpecimen,MSB and UDWR San Juan River Larval Fishes 2000 Survey,2019-05-27 03:04:33.0
MSB,Fish specimens,MSB:Fish:26187,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.14733333,-109.8536389,,World Geodetic System 1984,United States,Utah,San Juan County,,,"San Juan River, 2.0 miles upstream of Mexican Hat raft pull out area.",,.81 meters,1995,08,02,Collector(s): John P. Sherrod,not recorded,,PreservedSpecimen,MSB and UDWR San Juan River 1995 Larval Fishes Survey,2019-05-27 05:27:10.0
MSB,Fish specimens,MSB:Fish:91434,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,36.7898863,-108.7116265,,World Geodetic System 1984,United States,New Mexico,San Juan County,,,"San Juan River, 1.3 miles downstream from Shiprock bridge or where US HWY 64 crosses the river.",,,1997,08,11,"Collector(s): Amber L. Hobbes, David H. Hu",not recorded,,PreservedSpecimen,"New Mexico Dept. of Game and Fish (NMDGF) State Reference Collections; verbatim collectors: Amber L. Hobbes, David H. Hu",2019-05-27 05:50:50.0
MSB,Fish specimens,MSB:Fish:59039,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.3170054,-110.1480715,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 14.8 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,1 meter,2003,05,21,"Collector(s): Michael A. Farrington, Conner C. McBride, Megan A. Krispinsky",not recorded,,PreservedSpecimen,"MSB San Juan River Razorback Sucker 2003 Survey; verbatim collectors: Michael A. Farrington, Conner C. McBride, Megan A. Krispinsky",2019-05-27 03:31:06.0
MSB,Fish specimens,MSB:Fish:66859,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,39.541911,-110.030479,,World Geodetic System 1984,United States,Utah,Carbon County,,,"Utah: Carbon-Uintah Co., Colorado Drainage. Green R. at Rock Cr.. Collector(s): P.B. Holden",,,1968,08,11,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 04:54:17.0
MSB,Fish specimens,MSB:Fish:66838,3,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.410359,-109.235687,,World Geodetic System 1984,United States,Utah,Uintah County,,,"Utah: Uintah Co., Colorado Drainage. Green R. below confluence of Cub Cr.. Collector(s): C.D. Vanicek",,,1964,09,06,"Collector(s): C. D. Vanicek, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"Kind_Type: TANK; Calcfld: USGS 9; Storage: 50% ISOP, USGS 9; ; in USGS Tank 9; metal tags 1676, 1697, 1699; methylmercury study.  See attached info.  July 2009",2019-05-27 05:38:18.0
MSB,Fish specimens,MSB:Fish:15159,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2645927,-110.4330039,,World Geodetic System 1984,United States,Utah,San Juan County,,,"San Juan River, 0.2 miles downstream of Paiute Farms Marina, Glen Canyon National Recreation Area, in a backwater.",,.36576 meters,1993,09,02,Collector(s): Kirk Lashmett,not recorded,,PreservedSpecimen,USBR (Colorado) San Juan River 1991-1993 Survey,2019-05-27 04:12:32.0
MSB,Fish specimens,MSB:Fish:70281,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.273646,-109.3922673,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 12.2 miles upstream of the Sand Island Campground docking area, off UT State HWY 163.",,.02 meters-.43 meters,2008,05,22,"Collector(s): Conner C. McBride, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"ASIR San Juan River 2008 Larval Razorback Sucker Survey; verbatim collectors: Conner C. McBride, Austin L. Fitzgerald",2019-05-27 05:33:26.0
MSB,Fish specimens,MSB:Fish:98085,91,Ptychocheilus lucius,Cyprinidae,whole organism (95% ethanol),,37.154795,-109.943452,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 11.4 miles downstream of Mexican Hat raft pull out area.",,.62 meters,2014,07,15,"Collector(s): W. H. Brandenburg, Scott L. Durst, Chris A. Cheek",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Scott L. Durst, Chris A. Cheek",2019-05-27 05:36:52.0
MSB,Fish specimens,MSB:Fish:15314,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2615871,-110.4353428,,World Geodetic System 1984,United States,Utah,San Juan County,,,"San Juan River, 0.4 miles downstream of Paiute Farms Marina, Glen Canyon National Recreation Area, in a backwater.",,.09144 meters,1993,08,31,Collector(s): Kirk Lashmett,not recorded,,PreservedSpecimen,USBR (Colorado) San Juan River 1991-1993 Survey,2019-05-27 04:12:30.0
MSB,Fish specimens,MSB:Fish:6264,1,Ptychocheilus lucius,Cyprinidae,whole organism (5% buffered formalin),,37.2920135,-110.3976631,,World Geodetic System 1984,United States,Utah,San Juan County,,,"San Juan River, 0.5 miles downstream of the Sand Island Campground docking area, off UT State HWY 163, at mouth of a side channel running under US HWY 191 bridge, west side of bridge on south bank.",,,1987,10,10,"Collector(s): Steven P. Platania, Kevin R. Bestgen, James E. Brooks, David L. Propst",not recorded,,PreservedSpecimen,"New Mexico Dept. of Game and Fish (NMDGF) State Reference Collections; verbatim collectors: Steven P. Platania, Kevin R. Bestgen, James E. Brooks, David L. Propst, ; River miles changed/reversed in 1989-1991 by USBR.",2019-05-27 02:49:34.0
MSB,Fish specimens,MSB:Fish:81361,1,Ptychocheilus lucius,Cyprinidae,whole organism (95% ethanol),,36.99805732,-109.026403,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 2.3 miles downstream of Four Corners bridge or where US HWY 160 crosses the river in Colorado, at Cowboy Wash.",,.02 meters-.27 meters,2010,04,21,"Collector(s): W. H. Brandenburg, Kevin M. Schaus",not recorded,,PreservedSpecimen,"San Juan River 2010 Razorback Sucker Larval Survey; verbatim collectors: W. Howard Brandenburg, Kevin M. Schaus",2019-05-27 08:10:27.0
MSB,Fish specimens,MSB:Fish:92630,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.03888889,-109.0601111,,World Geodetic System 1984,United States,Utah,San Juan County,,,"San Juan River, 1.8 miles downstream of Four Corners bridge or where U.S. HWY 160 crosses the river in Colorado.",,.09 meters-.3 meters,2000,10,02,"Collector(s): David L. Propst, Amber L. Hobbes",not recorded,,PreservedSpecimen,"New Mexico Dept. of Game and Fish (NMDGF) State Reference Collections; verbatim collectors: David L. Propst, Amber L. Hobbes",2019-05-27 07:12:12.0
MSB,Fish specimens,MSB:Fish:63851,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.1466253,-109.1160767,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 7.1 miles upstream of Aneth.",,.43 meters,2007,07,25,"Collector(s): Conner C. McBride, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"ASIR San Juan River 2007 Larval Colorado Pikeminnow Survey; verbatim collectors: Conner C. McBride, Austin L. Fitzgerald",2019-05-27 07:01:07.0
MSB,Fish specimens,MSB:Fish:66762,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.458605,-109.264398,,World Geodetic System 1984,United States,Utah,Uintah County,,,"Utah: Uintah Co., Colorado Drainage. Green R. at Split Mountain Canyon. Collector(s): Franklin",,,1962,07,23,"Collector(s): D. R. Franklin, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"Kind_Type: TANK; Calcfld: USGS 7; Storage: 50% ISOP, USGS 7; ; in USGS Tank 7; metal tag 10; methylmercury study.  See attached info.  July 2009",2019-05-27 05:10:52.0
MSB,Fish specimens,MSB:Fish:64032,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2142479,-109.9868615,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 19.3 miles downstream of Mexican Hat raft pull out area.",,.65 meters,2007,07,25,"Collector(s): W. H. Brandenburg, Michael A. Farrington, Lee E. Renfro",not recorded,,PreservedSpecimen,"ASIR San Juan River 2007 Larval Colorado Pikeminnow Survey; verbatim collectors: W. Howard Brandenburg, Michael A. Farrington, Lee E. Renfro",2019-05-27 05:58:22.0
MSB,Fish specimens,MSB:Fish:74264,1,Ptychocheilus lucius,Cyprinidae,whole organism (95% ethanol),,37.2433569,-110.0753585,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 21.8 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.1 meters-1 meter,2009,07,29,"Collector(s): Michael A. Farrington, Adam Barkalow, Stephani L. Clark",not recorded,,PreservedSpecimen,"San Juan River 2009 Larval Colorado Pikeminnow Survey; verbatim collectors: Michael A. Farrington, Adam L. Barkalow, Stephani L. Clark; Water quality meter is non functional",2019-05-27 05:30:22.0
MSB,Fish specimens,MSB:Fish:97780,1,Ptychocheilus lucius,Cyprinidae,whole organism (95% ethanol),,37.262469,-109.36318,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 9.8 miles downstream of Aneth.",,.23 meters,2014,07,16,"Collector(s): Jennifer L. Kennedy, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: Jennifer L. Kennedy, Austin L. Fitzgerald",2019-05-27 06:03:58.0
MSB,Fish specimens,MSB:Fish:29912,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.268896,-110.0983286,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 19.4 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,1.6 meters,1995,08,15,Collector(s): Thomas E. Chart,not recorded,,PreservedSpecimen,MSB and UDWR San Juan River 1995 Larval Fishes Survey,2019-05-27 05:11:22.0
MSB,Fish specimens,MSB:Fish:46038,6,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.241601,-109.250377,,World Geodetic System 1984,United States,Utah,San Juan County,,,"San Juan River, 3.6 miles downstream of Aneth.",,,2000,07,09,Collector(s): Steven M. Meismer,not recorded,,PreservedSpecimen,"Kind_Type: Vial Jar; Calcfld: 76-O17; Storage: 70% EtOH, 76-O17;",2019-05-27 05:03:41.0
MSB,Fish specimens,MSB:Fish:66844,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.528023,-108.984461,,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R. at mouth. Collector(s): C.D. Vanicek",,,1965,11,14,"Collector(s): C. D. Vanicek, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"Kind_Type: TANK; Calcfld: USGS 9; Storage: 50% ISOP, USGS 9; ; in USGS Tank 9; metal tag 2312; methylmercury study.  See attached info.  July 2009",2019-05-27 02:35:54.0
MSB,Fish specimens,MSB:Fish:66837,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.528023,-108.984461,,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R. at mouth. Collector(s): C.D. Vanicek",,,1964,08,23,"Collector(s): C. D. Vanicek, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"Kind_Type: TANK; Calcfld: USGS 9; Storage: 50% ISOP, USGS 9; ; in USGS Tank 9; metal tag 1872; methylmercury study.  See attached info.  July 2009",2019-05-27 02:38:40.0
MSB,Fish specimens,MSB:Fish:66847,2,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.528023,-108.984461,,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R. at mouth. Collector(s): R.H. Kramer",,,1967,07,14,"Collector(s): R. H. Kramer, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: R. H. Kramer, USGS Biological Survey Fort Collins",2019-05-27 05:05:28.0
MSB,Fish specimens,MSB:Fish:15501,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.28995787,-110.3961924,,World Geodetic System 1984,United States,Utah,San Juan County,,,"San Juan River, 0.1 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.36576 meters,1993,10,12,Collector(s): Kirk Lashmett,not recorded,,PreservedSpecimen,USBR (Colorado) San Juan River 1991-1993 Survey,2019-05-27 02:07:12.0
MSB,Fish specimens,MSB:Fish:81351,1,Ptychocheilus lucius,Cyprinidae,whole organism (95% ethanol); fin clip,,36.9506004,-108.9977122,,North American Datum 1927,United States,New Mexico,San Juan County,,,"San Juan River, 2.2 miles upstream of the Mancos River confluence.",,.01 meters-.29 meters,2010,04,20,"Collector(s): W. H. Brandenburg, Kevin M. Schaus",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 76-X29; Storage: 95% EtOH, 76-X29; 0437; Photograph number: 0437; Fin clipped caudal fin for genetic transfer MSB15-001",2019-05-27 07:55:11.0
MSB,Fish specimens,MSB:Fish:98125,2,Ptychocheilus lucius,Cyprinidae,whole organism (95% ethanol),,37.317621,-110.18821,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 12.6 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river.",,.15 meters,2014,07,16,"Collector(s): W. H. Brandenburg, Scott L. Durst, Chris A. Cheek",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Scott L. Durst, Chris A. Cheek",2019-05-27 05:54:09.0
MSB,Fish specimens,MSB:Fish:23974,2,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.285073,-110.2893047,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 6.9 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,,1994,08,13,Collector(s): Utah Division of Wildlife Resources,not recorded,,PreservedSpecimen,UDWR and USBR San Juan River 1994 Larval Fish Survey,2019-05-27 04:42:49.0
MSB,Fish specimens,MSB:Fish:53130,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.3187334,-110.159033,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 14.1 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.24 meters,2004,07,26,"Collector(s): W. H. Brandenburg, Lee E. Renfro",not recorded,,PreservedSpecimen,"MSB San Juan River Colorado Pikeminnow 2004 Survey; verbatim collectors: W. Howard Brandenburg, Lee E. Renfro",2019-05-27 03:26:47.0
MSB,Fish specimens,MSB:Fish:66764,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,,,,,United States,Utah,Uintah County,,,"Utah: Uintah Co., Colorado Drainage. Green R. Station IV. Collector(s): D.R. Franklin",,,1963,07,27,"Collector(s): D. R. Franklin, USGS Biological Survey Fort Collins",,,PreservedSpecimen,"Kind_Type: TANK; Calcfld: USGS 7; Storage: 50% ISOP, USGS 7; ; in USGS Tank 7; metal tag 125; methylmercury study.  See attached info.  July 2009",2019-05-27 04:48:42.0
MSB,Fish specimens,MSB:Fish:98133,14,Ptychocheilus lucius,Cyprinidae,whole organism (95% ethanol),,37.292374,-110.232808,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 9.6 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river.",,.2 meters,2014,07,17,"Collector(s): W. H. Brandenburg, Scott L. Durst, Chris A. Cheek",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Scott L. Durst, Chris A. Cheek",2019-05-27 05:54:17.0
MSB,Fish specimens,MSB:Fish:82040,3,Ptychocheilus lucius,Cyprinidae,otolith; whole organism (95% ethanol),,37.15627178,-109.9433979,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 11.5 miles downstream of Mexican Hat raft pull out area.",,.01 meters-.42 meters,2010,07,20,"Collector(s): W. H. Brandenburg, Jennifer Hester",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 76-X29; Storage: 95% EtOH, 76-X29; 0636; Photograph number: 0636; Used in ACC2011-XII:10 ASIR SJR Larval Fish Aging and Natal Origin",2019-05-27 05:46:05.0
