InstitutionCode,CollectionCode,CatalogNumber,IndividualCount,ScientificName,Family,PreparationType,Tissues,Latitude,Longitude,CoordinateUncertaintyInMeters,HorizontalDatum,Country,StateProvince,County,Island,IslandGroup,Locality,VerbatimElevation,VerbatimDepth,YearCollected,MonthCollected,DayCollected,Collector,GeorefMethod,LatLongComments,BasisOfRecord,Remarks,DateLastModified
MSB,Fish specimens,MSB:Fish:94758,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.30579896,-110.2251115,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 11.0 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.02 meters-.67 meters,2013,05,20,"Collector(s): Michael A. Farrington, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: Michael A. Farrington, Jennifer L. Hester",2019-05-27 07:40:47.0
MSB,Fish specimens,MSB:Fish:59990,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2683664,-109.5716338,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 2.3 miles upstream of the Sand Island Campground docking area, off UT State HWY 163.",,.48 meters,2005,05,14,"Collector(s): Michael A. Farrington, Tamara L. Max",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-R6; Storage: 70% EtOH, 81-R6; Photograph No. 0786; Photograph number: Photograph No. 0786",2019-05-27 03:21:18.0
MSB,Fish specimens,MSB:Fish:63532,19,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2984941,-110.2583315,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 8.6 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.4 meters,2007,06,14,"Collector(s): W. H. Brandenburg, Michael A. Farrington",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-R6; Storage: 70% EtOH, 81-R6; 0116; Photograph number: 0116; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 07:39:02.0
MSB,Fish specimens,MSB:Fish:48984,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2738349,-109.3922407,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 12.2 miles downstream of Aneth.",,,2001,05,31,"Collector(s): W. H. Brandenburg, Donald E. Gibson",not recorded,,PreservedSpecimen,"MSB San Juan River 2001 Larval Razorback Sucker Study; verbatim collectors: W. Howard Brandenburg, Donald E. Gibson",2019-05-27 02:37:14.0
MSB,Fish specimens,MSB:Fish:81525,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.23511791,-109.6589938,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 3.7 miles downstream of the Sand Island Campground docking area, off UT State HWY 163.",,.03 meters-.14 meters,2010,05,21,"Collector(s): Michael A. Farrington, Lee E. Renfro, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2010 Razorback Sucker Larval Survey; verbatim collectors: Michael A. Farrington, Lee E. Renfro, Jennifer L. Hester",2019-05-27 08:16:38.0
MSB,Fish specimens,MSB:Fish:88394,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.180094,-109.819533,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 6.2 miles upstream of Mexican Hat raft pull out area.",,.01 meters-.7 meters,2012,06,12,"Collector(s): W. H. Brandenburg, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2012 Larval Fish Surveys; verbatim collectors: W. Howard Brandenburg, Jennifer L. Hester",2019-05-27 07:29:45.0
MSB,Fish specimens,MSB:Fish:88309,2,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.1605488,-109.9199131,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 8.9 miles downstream of Mexican Hat raft pull out area.",,.01 meters-.28 meters,2012,05,15,"Collector(s): W. H. Brandenburg, Stephen A. Zipper",not recorded,,PreservedSpecimen,"San Juan River 2012 Larval Fish Surveys; verbatim collectors: W. Howard Brandenburg, Stephen A. Zipper",2019-05-27 07:32:07.0
MSB,Fish specimens,MSB:Fish:60317,3,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,36.926459,-108.950105,,North American Datum 1927,United States,New Mexico,San Juan County,,,"San Juan River, 5.5 miles upstream of the Mancos River confluence.",,.09 meters-.33 meters,2005,07,14,"Collector(s): Tamara L. Max, Conner C. McBride",not recorded,,PreservedSpecimen,"MSB San Juan River 2005 Colorado Pikeminnow Survey; verbatim collectors: Tamara L. Max, Conner C. McBride",2019-05-27 03:24:41.0
MSB,Fish specimens,MSB:Fish:63677,6,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2815597,-109.4872963,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 6.8 miles upstream of the Sand Island Campground docking area, off UT State HWY 163.",,.88 meters,2007,06,15,"Collector(s): Conner C. McBride, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"ASIR San Juan River 2007 Larval Razorback Sucker Survey; verbatim collectors: Conner C. McBride, Austin L. Fitzgerald",2019-05-27 07:39:04.0
MSB,Fish specimens,MSB:Fish:70340,17,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.3168065,-110.1479835,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 14.8 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.93 meters,2008,05,21,"Collector(s): Michael A. Farrington, W. H. Brandenburg",not recorded,,PreservedSpecimen,"ASIR San Juan River 2008 Larval Razorback Sucker Survey; verbatim collectors: Michael A. Farrington, W. Howard Brandenburg",2019-05-27 05:48:17.0
MSB,Fish specimens,MSB:Fish:95102,34,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.06530547,-109.0931209,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 5.5 miles downstream of the Four Corners Bridge or where US HWY 160 crosses the river in Colorado.",,.33 meters,2013,05,22,"Collector(s): W. H. Brandenburg, Steven P. Platania",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-O10; Storage: 95% EtOH, 81-O10; 2367, 2368; Photograph number: 2367, 2368",2019-05-27 07:40:49.0
MSB,Fish specimens,MSB:Fish:73894,2,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.000355,-109.029104,,North American Datum 1927,United States,Colorado,Montezuma County,,,"San Juan River, 0.2 miles upstream of Four Corners bridge or where US HWY 160 crosses the river in Colorado",,.01 meters-.53 meters,2009,05,19,"Collector(s): W. H. Brandenburg, Adam Barkalow",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-F8; Storage: 95% EtOH, 81-F8; 128; Photograph number: 128; Protolarvae and mesolarvae",2019-05-27 07:08:40.0
MSB,Fish specimens,MSB:Fish:58819,71,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2846393,-109.4716346,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 7.7 miles upstream of the Sand Island Campground docking area, off UT State HWY 163, at Recapture Creek.",,.03 meters-.19 meters,2003,06,13,"Collector(s): Conner C. McBride, Megan A. Krispinsky",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-L6; Storage: 70% EtOH, 81-L6; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 03:08:42.0
MSB,Fish specimens,MSB:Fish:61381,6,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.1490346,-109.8517543,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 0.1 miles downstream of Mexican Hat raft pull out area.",,.7 meters,2006,05,27,"Collector(s): W. H. Brandenburg, Michael A. Farrington",not recorded,,PreservedSpecimen,"ASIR San Juan River 2006 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Michael A. Farrington",2019-05-27 05:37:44.0
MSB,Fish specimens,MSB:Fish:54201,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.1900226,-109.8063509,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 16.2 miles downstream of the Sand Island Campground docking area, off UT State HWY 163.",,.02 meters-.63 meters,2002,06,28,"Collector(s): W. H. Brandenburg, John P. Larson, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"MSB San Juan River 2002 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, John P. Larson, Austin L. Fitzgerald",2019-05-27 03:27:09.0
MSB,Fish specimens,MSB:Fish:3345,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,,,,,United States,Arizona,Mohave County,,,"Lake Mojave, Mile Mark 10.",,,1971,12,09,"Collector(s): G. C. Kobetich, Rosenlund",,,PreservedSpecimen,Kind_Type: TANK; Storage: 70% EtOH;  ; IN CROCK,2019-05-27 02:51:42.0
MSB,Fish specimens,MSB:Fish:47978,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.1694821,-109.1631143,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 3.9 miles upstream of Aneth.",,.1 meters-.42 meters,2000,06,02,"Collector(s): W. H. Brandenburg, Donald E. Gibson",not recorded,,PreservedSpecimen,"MSB San Juan River 2000 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Donald E. Gibson",2019-05-27 05:06:39.0
MSB,Fish specimens,MSB:Fish:61419,10,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.267646,-110.097596,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 19.5 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,1 meter,2006,05,29,"Collector(s): W. H. Brandenburg, Michael A. Farrington",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-L6; Storage: 70% EtOH, 81-L6; 1313; Photograph number: 1313; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 03:31:03.0
MSB,Fish specimens,MSB:Fish:81664,3,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,36.938625,-108.970805,,North American Datum 1927,United States,New Mexico,San Juan County,,,"San Juan River, 4.0 miles upstream of the Mancos River confluence.",,.02 meters-.75 meters,2010,06,15,"Collector(s): Steven P. Platania, Adam Barkalow, Jennifer Hester, Tracy A. Diver",not recorded,,PreservedSpecimen,"San Juan River 2010 Razorback Sucker Larval Survey; verbatim collectors: Steven P. Platania, Adam L. Barkalow, Jennifer L. Hester, Tracy A. Diver,",2019-05-27 08:10:28.0
MSB,Fish specimens,MSB:Fish:85970,13,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.304451,-110.31029,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, at Steer Gulch, 5.2 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.05 meters-.45 meters,2011,06,16,"Collector(s): Michael A. Farrington, Scott L. Durst, Olen E. Durst",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-O8; Storage: 95% EtOH, 81-O8; 1250; Monitoring site; Photograph number: 1250; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 06:59:58.0
MSB,Fish specimens,MSB:Fish:97423,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.23851,-110.039206,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 25.7 miles downstream of Mexican Hat raft pull out area.",,.1 meters,2014,04,23,"Collector(s): Jennifer L. Kennedy, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: Jennifer L. Kennedy, Austin L. Fitzgerald",2019-05-27 07:17:46.0
MSB,Fish specimens,MSB:Fish:63655,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2586923,-109.3100466,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 7.1 miles downstream of Aneth.",,.3 meters,2007,06,15,"Collector(s): Conner C. McBride, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"ASIR San Juan River 2007 Larval Razorback Sucker Survey; verbatim collectors: Conner C. McBride, Austin L. Fitzgerald",2019-05-27 07:15:37.0
MSB,Fish specimens,MSB:Fish:85964,20,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.284829,-110.292308,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, at Oljeto Wash, 6.7 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.02 meters-.3 meters,2011,06,16,"Collector(s): Michael A. Farrington, Scott L. Durst, Olen E. Durst",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-O8; Storage: 95% EtOH, 81-O8; 1249; Photograph number: 1249; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 06:59:58.0
MSB,Fish specimens,MSB:Fish:70454,6,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2157581,-109.74626,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 12.2 miles upstream of Mexican Hat raft pull out area.",,.05 meters-.63 meters,2008,06,20,"Collector(s): W. H. Brandenburg, Adam Barkalow",not recorded,,PreservedSpecimen,"ASIR San Juan River 2008 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Adam L. Barkalow",2019-05-27 05:43:33.0
MSB,Fish specimens,MSB:Fish:85924,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.286694,-110.348548,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 2.7 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.01 meters-.2 meters,2011,05,19,"Collector(s): Michael A. Farrington, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2011 Larval Razorback Sucker Survey; verbatim collectors: Michael A. Farrington, Jennifer L. Hester",2019-05-27 07:35:43.0
MSB,Fish specimens,MSB:Fish:88422,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.22253276,-110.0221971,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 23.2 miles downstream of Mexican Hat raft pull out area.",,.01 meters-.62 meters,2012,06,13,"Collector(s): W. H. Brandenburg, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2012 Larval Fish Surveys; verbatim collectors: W. Howard Brandenburg, Jennifer L. Hester",2019-05-27 07:04:06.0
MSB,Fish specimens,MSB:Fish:52579,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,36.9059151,-108.925566,,North American Datum 1927,United States,New Mexico,San Juan County,,,"San Juan River, 7.5 miles upstream of the Mancos River confluence.",,.2 meters,2004,06,09,"Collector(s): W. H. Brandenburg, Conner C. McBride",not recorded,,PreservedSpecimen,"MSB San Juan River 2004 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Conner C. McBride",2019-05-27 03:36:36.0
MSB,Fish specimens,MSB:Fish:85961,38,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.284941,-110.284608,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 7.1 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.05 meters-.39 meters,2011,06,16,"Collector(s): Michael A. Farrington, Scott L. Durst, Olen E. Durst",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-O8; Storage: 95% EtOH, 81-O8; 1248; Monitoring site; Photograph number: 1248; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 07:40:37.0
MSB,Fish specimens,MSB:Fish:59042,34,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.3170054,-110.1480715,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 14.8 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,1 meter,2003,05,21,"Collector(s): Michael A. Farrington, Conner C. McBride, Megan A. Krispinsky",not recorded,,PreservedSpecimen,"MSB San Juan River Razorback Sucker 2003 Survey; verbatim collectors: Michael A. Farrington, Conner C. McBride, Megan A. Krispinsky",2019-05-27 03:31:06.0
MSB,Fish specimens,MSB:Fish:97861,3,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,36.787861,-108.701432,,North American Datum 1927,United States,New Mexico,San Juan County,,,"San Juan River, 0.8 mile downstream from Shiprock bridge or where US HWY 64 crosses the river.",,.35 meters,2014,05,19,"Collector(s): Michael A. Farrington, Tracy A. Diver",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: Michael A. Farrington, Tracy A. Diver",2019-05-27 05:46:41.0
MSB,Fish specimens,MSB:Fish:81856,21,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.30261249,-110.3102903,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 5.2 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.04 meters-.44 meters,2010,06,17,"Collector(s): W. H. Brandenburg, Michael A. Farrington, Mark C. McKinstry",not recorded,,PreservedSpecimen,"San Juan River 2010 Razorback Sucker Larval Survey; verbatim collectors: W. Howard Brandenburg, Michael A. Farrington, Mark C. McKinstry; thermograph was reset",2019-05-27 05:38:38.0
MSB,Fish specimens,MSB:Fish:94875,11,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.26706175,-109.3407402,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 8.9 miles downstream from Aneth.",,.3 meters,2013,06,12,"Collector(s): Michael A. Farrington, Judith M. Barkstedt",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: Michael A. Farrington, Judith M. Barkstedt",2019-05-27 06:03:23.0
MSB,Fish specimens,MSB:Fish:87905,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.16720763,-109.1540695,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 4.4 miles upstream of Aneth.",,.01 meters-.21 meters,2012,05,16,"Collector(s): Jennifer Hester, Bruce L. Christman",not recorded,,PreservedSpecimen,"San Juan River 2012 Larval Fish Surveys; verbatim collectors: Jennifer L. Hester, Bruce L. Christman",2019-05-27 05:58:52.0
MSB,Fish specimens,MSB:Fish:52736,2,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2161556,-109.7052985,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 6.5 miles downstream of the Sand Island Campground docking area, off UT State HWY 163, at confluence with Comb Wash.",,.3 meters,2004,06,12,"Collector(s): Michael A. Farrington, Conner C. McBride",not recorded,,PreservedSpecimen,"MSB San Juan River 2004 Larval Razorback Sucker Survey; verbatim collectors: Michael A. Farrington, Conner C. McBride",2019-05-27 03:26:42.0
MSB,Fish specimens,MSB:Fish:86148,18,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.032928,-109.049998,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 2.3 miles downstream of the Four Corners bridge or where US HWY 160 crosses the river in Colorado.",,.11 meters-.57 meters,2011,06,14,"Collector(s): W. H. Brandenburg, Jennifer Hester",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-P7; Storage: 95% EtOH, 81-P7; 626, 627; Monitoring site; Photograph number: 626, 627; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 06:03:55.0
MSB,Fish specimens,MSB:Fish:81650,3,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,36.924601,-108.942206,,North American Datum 1927,United States,New Mexico,San Juan County,,,"San Juan River, 5.9 miles upstream of the Mancos River confluence.",,.02 meters-.67 meters,2010,06,15,"Collector(s): Steven P. Platania, Adam Barkalow, Jennifer Hester, Tracy A. Diver",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-I8; Storage: 95% EtOH, 81-I8; 0548; Photograph number: 0548; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 08:06:24.0
MSB,Fish specimens,MSB:Fish:66809,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.410359,-109.235687,,World Geodetic System 1984,United States,Utah,Uintah County,,,"Utah: Uintah Co., Colorado Drainage. Green R. below Island below Cub. Cr.. Collector(s): C.D. Vanicek",,,1964,09,06,"Collector(s): C. D. Vanicek, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: C. D. Vanicek, USGS Biological Survey Fort Collins",2019-05-27 05:38:19.0
MSB,Fish specimens,MSB:Fish:88356,128,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.284941,-110.284608,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 7.1 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.01 meters-.52 meters,2012,05,17,"Collector(s): W. H. Brandenburg, Stephen A. Zipper",not recorded,,PreservedSpecimen,"San Juan River 2012 Larval Fish Surveys; verbatim collectors: W. Howard Brandenburg, Stephen A. Zipper",2019-05-27 07:24:28.0
MSB,Fish specimens,MSB:Fish:52684,11,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.272114,-109.3863226,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 11.5 miles downstream of Aneth.",,.17 meters,2004,06,11,"Collector(s): W. H. Brandenburg, Conner C. McBride",not recorded,,PreservedSpecimen,"MSB San Juan River 2004 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Conner C. McBride",2019-05-27 03:14:03.0
MSB,Fish specimens,MSB:Fish:70336,13,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.26293,-110.0945162,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 19.8 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.88 meters,2008,05,21,"Collector(s): Michael A. Farrington, W. H. Brandenburg",not recorded,,PreservedSpecimen,"ASIR San Juan River 2008 Larval Razorback Sucker Survey; verbatim collectors: Michael A. Farrington, W. Howard Brandenburg",2019-05-27 05:51:09.0
MSB,Fish specimens,MSB:Fish:97477,12,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.220963,-110.036205,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 24.1 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river.",,.17 meters,2014,05,21,"Collector(s): Jennifer L. Kennedy, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: Jennifer L. Kennedy, Austin L. Fitzgerald",2019-05-27 05:28:52.0
MSB,Fish specimens,MSB:Fish:95189,95,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.18177597,-109.8380166,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 5.2 miles upstream of Mexican Hat raft pull out area.",,.18 meters,2013,06,10,"Collector(s): W. H. Brandenburg, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: W. Howard Brandenburg, Jennifer L. Hester",2019-05-27 07:00:14.0
MSB,Fish specimens,MSB:Fish:95176,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.19480222,-109.7369651,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 9.4 miles downstream of the Sand Island Campground docking area, off UT State HWY 163.",,.37 meters,2013,06,10,"Collector(s): W. H. Brandenburg, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: W. Howard Brandenburg, Jennifer L. Hester",2019-05-27 07:38:22.0
MSB,Fish specimens,MSB:Fish:70343,5,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.3078879,-110.2151904,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 11.0 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.87 meters,2008,05,21,"Collector(s): Michael A. Farrington, W. H. Brandenburg",not recorded,,PreservedSpecimen,"ASIR San Juan River 2008 Larval Razorback Sucker Survey; verbatim collectors: Michael A. Farrington, W. Howard Brandenburg",2019-05-27 05:51:01.0
MSB,Fish specimens,MSB:Fish:85832,1,Xyrauchen texanus,Catostomidae,whole organism (dry),,,,,,United States,Arizona,Mohave County,,,"Colorado River, below Davis Dam in front of spillway.",,,1969,03,15,Collector(s): Gordon P. Edwards Jr.,,,PreservedSpecimen,Storage: SKELETON,2019-05-27 05:53:24.0
MSB,Fish specimens,MSB:Fish:98088,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.154795,-109.943452,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 11.4 miles downstream of Mexican Hat raft pull out area.",,.62 meters,2014,07,15,"Collector(s): W. H. Brandenburg, Scott L. Durst, Chris A. Cheek",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Scott L. Durst, Chris A. Cheek",2019-05-27 05:36:52.0
MSB,Fish specimens,MSB:Fish:87988,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,36.926459,-108.950105,,North American Datum 1927,United States,New Mexico,San Juan County,,,"San Juan River, 5.5 miles upstream of the Mancos River confluence.",,.01 meters-.15 meters,2012,06,12,"Collector(s): Michael A. Farrington, Stephen A. Zipper",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-I10; Storage: 95% EtOH, 81-I10; 1276-1279; Photograph number: 1276-1279",2019-05-27 07:07:02.0
MSB,Fish specimens,MSB:Fish:88301,244,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.18361253,-109.8387094,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 5.2 miles upstream of Mexican Hat raft pull out area.",,.01 meters-.11 meters,2012,05,15,"Collector(s): W. H. Brandenburg, Stephen A. Zipper",not recorded,,PreservedSpecimen,"San Juan River 2012 Larval Fish Surveys; verbatim collectors: W. Howard Brandenburg, Stephen A. Zipper; Monitoring site, isolated pool",2019-05-27 07:27:16.0
